dataset_id,handle,siteid,sitename,long,lat,altitude,depositionalenvironment,region,country,harmonisation_region,n_sample_counts,age_min,age_max,n_chron_control,age_type,curve_name,postbomb_curve_name,end_of_interest_period,source_of_data,data_publicity,doi
40803,DEEPFAL,23586,Deep-Falmouth Pond,-70.63644,41.56329,NA,Natural Lake,North America,United States,North America,146,-49,15279.5,16,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/ca85-bh57
4081,GUNNUR,3137,Gun-Nur,106.6188,50.2618,NA,Lacustrine,Asia,Mongolia,Asia,34,3.5,9911,8,Radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/nc7w-an65
4082,HAKULLA5,3138,Håkulls Mosse,12.51869,56.28756,NA,Mire,Europe,NA,Europe,71,10406,15449,20,Radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/bc5s-nr94
40844,DEEPTAU,23609,Deep-Taunton Pond,-71.0133,41.8815,NA,Natural Lake,North America,United States,North America,45,244,15705,18,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/xpy2-m222
4085,HALSJON,3141,Halsjön II,15.31667,56.23333,NA,Mire,Europe,Sweden,Europe,23,10795.5,14297.5,5,Radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/qjjs-h634
40854,DOEPOND,23614,Doe Pond,-72.7028,42.1747,NA,Natural Lake,North America,United States,North America,88,-52,14657,13,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/yqqw-9459
4086,HAWKS2,3142,Hawks Tor,-4.61452,50.53958,NA,Blanket Bog,Europe,United Kingdom,Europe,34,7441,9259,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/hk80-jj60
40861,GREENMA,10433,Green Pond,-72.5127,42.5656,NA,Natural Lake,North America,United States,North America,22,-64,12406.5,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/ja1n-6b46
40875,GUILDER,23625,Guilder Pond,-73.439,42.1062,NA,Natural Lake,North America,United States,North America,55,-59,15062.5,10,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n4bq-p922
40914,KNOBHIL,23647,Knob Hill Pond,-72.3758,44.359,NA,Natural Lake,North America,United States,North America,138,-51,14085,14,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/xa6z-jh17
4092,HIRVILAM,3145,Hirvilampi,24.25122,60.62404,NA,Natural Lake,Europe,Finland,Europe,133,750.5,11817,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/3vvs-zb43
40940,BAMBILI1,23662,Bambili 1,10.24122,5.93285,NA,Explosion Crater Lake,Africa,Cameroon,Africa,106,107,17732,19,Calibrated radiocarbon years BP,SHCal20,nh_zone_3,20000,Neotoma,open,10.21233/h4gb-ka72
40949,FEUENRIE,23667,Feuenried,8.90139,47.74252,NA,Fen,Europe,Germany,Europe,173,26,15286.5,30,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/qyrx-tz10
4095,HOCKHAM,3147,Hockham Mere,0.83333,52.5,NA,Solution Origin Lake,Europe,United Kingdom,Europe,158,1481.5,13466.5,20,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/f2r9-2c53
40951,STEERMOS,23668,Steerenmoos,8.198,47.80425,NA,Raised Bog,Europe,Germany,Europe,272,-59,8655.5,18,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/f1r6-n030
40955,BUR,23669,Burgaschisee,7.66823,47.16969,NA,Glacial Origin Lake,Europe,Switzerland,Europe,308,3777,6515,23,Calendar years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/stpw-ta17
40958,GDU,23671,Durchenbergried,8.9773,47.77416,NA,Raised Bog,Europe,Germany,Europe,488,238,15304,39,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/jm6d-3395
40976,GRANTS,23680,Grant's Bog,-125.1271,49.7887,NA,Palustrine,North America,Canada,North America,102,583,13864.5,8,Calendar years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/jvxc-rw58
40988,ROYALST,23691,Little Royalston Pond,-72.1952,42.6749,NA,Natural Lake,North America,United States,North America,88,-53,15105.5,9,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/qwc5-y182
40992,WILLEY,23693,Little Willey Pond,-71.1813,43.29,NA,Natural Lake,North America,United States,North America,72,-58,12179,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/h3x5-xz62
40997,CON16035,23696,Lake Baikal,108.91361,53.95472,NA,Lacustrine,Asia,Russia,Asia,111,940,15582,10,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n4sd-es14
40999,LIT1,23697,Litzelsee,8.92963,47.76786,NA,Lacustrine,Europe,Germany,Europe,449,-39,6589.5,14,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/nt4c-9462
41001,SEARS,23698,Sears Pond,-72.58,40.884,NA,Natural Lake,North America,United States,North America,33,119,10589,12,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/66j3-t441
41016,UMPAWAU,23708,Umpawaug Pond,-73.451,41.304,NA,Natural Lake,North America,United States,North America,80,43.5,9381,10,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/d1x1-y622
41018,UNCLSTH,23709,Uncle Seth's Pond,-70.66628,41.4316,NA,Natural Lake,North America,United States,North America,60,-41,13294.5,8,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/43vz-0d54
41025,WAREMA,23713,Ware Pond,-70.883,42.4819,NA,Natural Lake,North America,NA,North America,58,-18,11157,9,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/98b3-ep64
41027,WESTSID,23714,West Side Pond,-73.2597,41.852,NA,Natural Lake,North America,United States,North America,48,-53,13369,12,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/16gz-mt48
41036,MC05B,10507,Mission Cross Bog,-115.4879,41.7816,NA,Fen,North America,United States,North America,34,1968,4049.0000000000005,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/4wy5-fr80
41098,PG1756,23749,Lake Billyakh,126.7466,65.27913,NA,Glacial Origin Lake,Asia,Russia,Asia,74,12,13328.5,8,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/5h6b-ds48
41127,MAS1TR4C3,23761,Mare aux Songes,57.68799,-20.44926,NA,Fen,Africa,Mauritius,Africa,10,4060.5,4159,5,Calibrated radiocarbon years BP,SHCal20,sh_zone_1_2,20000,Neotoma,open,10.21233/1tmp-8264
41138,PG1755,23749,Lake Billyakh,126.7466,65.27913,NA,Glacial Origin Lake,Asia,Russia,Asia,18,348,15159,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/8d9a-qw75
41140,GEMLAKE,23763,Gem Lake,-106.7355,40.88032,NA,Glacial Origin Lake,North America,United States,North America,19,-25.5,1395,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/ma1q-f261
41146,SUMMIT,23765,Summit Lake,-106.68361,40.5449,NA,Glacial Origin Lake,North America,United States,North America,72,-50,2806.5,11,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/ngxf-6p79
4115,ISOKARR,3165,Isokärret,22.79654,60.21343,NA,Open-water Transition Mire,Europe,Finland,Europe,38,33,3771.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/9017-sb34
41171,HINMAN,23775,Hinman Lake,-106.82932,40.77043,NA,Glacial Origin Lake,North America,United States,North America,19,-48,1436,8,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/x91r-1a30
4118,JAN,3166,Liptovský Ján,19.67778,49.04167,NA,Soligenous Mire,Europe,Slovakia,Europe,100,558,12927.5,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/sczz-2g33
41181,02DIOGO,23750,Diogo,-16.8,15.26667,NA,Mire,Africa,Senegal,Africa,49,2345,14298.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/8rhg-kr24
41183,GOATLAKE,23778,Goat Lake,-149.91417,60.25387,NA,Glacial Scour Lake,North America,United States,North America,52,-51,8676,17,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/qjda-f561
41189,GB4,23781,Gallanech Beg,-5.50139,56.38444,NA,Mire,Europe,United Kingdom,Europe,119,1079,12265.5,10,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/a9sm-ma36
4119,JANCONT,3166,Liptovský Ján,19.67778,49.04167,NA,Soligenous Mire,Europe,Slovakia,Europe,46,13039.5,15761.5,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/0agb-r479
4120,JASIEL81,3167,Jasiel,21.8875,49.3705,NA,Fen,Europe,Poland,Europe,45,170,13173.5,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/cx8d-d024
41212,AMRS,23790,Aveley marshes,0.2225,51.49222,NA,Marsh,Europe,United Kingdom,Europe,57,2764,7703.5,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/bv7h-dw44
41220,DAGFINAL,23793,Hornchurch marshes,0.17694,51.52028,NA,Marsh,Europe,United Kingdom,Europe,23,3679.5,6105,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/s7t1-hx33
41222,CRANESMO,23794,Cranes Moor,-1.72583,50.82778,NA,Mire,Europe,United Kingdom,Europe,202,-24,10465.5,8,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/4tx7-3a59
41224,CUTHILL2,23795,Cut Hill,-3.98194,50.6275,NA,Blanket Bog,Europe,United Kingdom,Europe,74,1459,7031,8,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/4pxw-bm05
41228,COMERSLA,23796,Comerslade,-3.80472,51.12028,NA,Mire,Europe,United Kingdom,Europe,38,711.5,8575.5,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/x0cd-0q06
41241,RLGH3DAT,23803,Round Loch of Glenhead,-4.43026,55.09344,NA,Lacustrine,Europe,United Kingdom,Europe,64,-37,11484,9,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/7j5e-hk09
41247,TIANCHIYL,23806,Lake Tianchi,99.27088,25.86445,NA,Natural Lake,Asia,China,Asia,53,188,18680,20,Calibrated radiocarbon years BP,mixed_curve20,nh_zone_3,20000,Neotoma,open,10.21233/40c4-rg98
41252,K7P2,23809,Dyanushka K7P2,125.03694,65.03944,NA,Mire,Asia,Russia,Asia,67,30,12929,12,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/p39d-rd93
41264,NIKOLAY,23812,Nikolay Lake,124.2,73.33333,NA,Lacustrine,Asia,Russia,Asia,18,780,10582.5,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/hqp0-6z14
41305,WINNEYS,23831,Winneys Down,-3.94271,50.62278,NA,Mire,Europe,United Kingdom,Europe,71,321,8022,13,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/808h-p562
41310,STONETOR,23834,Stonetor Brook,-3.91,50.65556,NA,Mire,Europe,United Kingdom,Europe,67,4,8700.5,9,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/b7c6-fn54
41320,NORTHTWI,23838,North Twitchen Springs,-3.82611,51.11722,NA,Mire,Europe,United Kingdom,Europe,50,1048,4195,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/ke7a-vf58
41323,MOLECHAM,23840,Moles Chamber,-3.83278,51.13944,NA,Mire,Europe,United Kingdom,Europe,16,272.5,3202.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/wm29-be77
41329,LONGBREA,23844,Long Breach,-3.6875,51.06583,NA,Mire,Europe,United Kingdom,Europe,39,27,6187.5,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/d9jn-js49
4133,KAAKOTIN,3177,Kaarkotinlampi,25.86881,61.41513,NA,Natural Lake,Europe,Finland,Europe,37,-14,10785,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/mnay-8z91
41337,HANGINGS,23848,Hangingstone Hill,-3.95694,50.65472,NA,Blanket Bog,Europe,United Kingdom,Europe,53,236,7376.5,8,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/8xqw-a996
4134,KAARTLAM,3178,Kaartlamminsuo,24.20446,60.73333,NA,Swamp,Europe,Finland,Europe,53,142,4537,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/ryfa-y280
41345,STOWBEDO,23852,The Mere Stow Bedon,0.87389,52.52944,NA,Solution Origin Lake,Europe,United Kingdom,Europe,107,2712.5,13949,10,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/8f77-mr38
41351,SAHAMMER,23855,Saham  Mere,0.80639,52.58139,NA,Solution Origin Lake,Europe,United Kingdom,Europe,83,4894.5,17061,10,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/cxq0-9608
4136,KANGERJ,3180,Kangerjoki,28.99524,66.12667,NA,Soligenous Mire,Europe,Finland,Europe,29,6,9391.5,8,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/h27c-dp97
4139,KARU,3183,Lake Karujarv,22.2,58.38333,NA,Glacial Origin Lake,Europe,Estonia,Europe,74,559,7032,11,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/m5qy-sh73
41426,BRETAYE16,14581,Lac de Bretaye,7.07212,46.32603,NA,Glacial Origin Lake,Europe,Switzerland,Europe,74,1738.5,10462,10,Calendar years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/76ay-9f41
41448,LAU,23896,Lauenensee,7.33143,46.39684,NA,Glacial Origin Lake,Europe,Switzerland,Europe,125,329,14349.5,12,Calendar years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/0vty-vb30
41453,FEL1,23898,Felchowsee,14.11668,53.04899,NA,Lacustrine,Europe,Germany,Europe,106,439,5780.5,8,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/t318-2y34
41460,ORISURF,23901,Lago di Origlio,8.94329,46.05152,NA,Glacial Origin Lake,Europe,Switzerland,Europe,16,1964,1978,6,Calendar years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/vg3e-tx36
41467,ORIGLIO,23901,Lago di Origlio,8.94329,46.05152,NA,Glacial Origin Lake,Europe,Switzerland,Europe,351,20.5,16666,28,Calendar years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/jpfc-1908
41469,BUROVER,23669,Burgaschisee,7.66823,47.16969,NA,Glacial Origin Lake,Europe,Switzerland,Europe,100,168,15832.5,17,Calendar years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/w7bt-xr68
4147,KHIMADIT,3191,Khimaditis Ib,21.56513,40.59702,NA,Marsh,Europe,Greece,Europe,38,287,10183.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/8q3r-xv28
41476,BROADOWN,23907,Broad Down,-3.96222,50.6125,NA,Mire,Europe,United Kingdom,Europe,58,-13.5,7555.5,10,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/qqk2-fy61
41485,MULLAG,23911,Lough Mullaghlahan,-8.46915,54.77481,NA,Glacial Scour Lake,Europe,Ireland,Europe,110,0,14325,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/vgxh-qv84
41491,BELIYA2C,23915,Beliya Kanton,24.13852,41.73356,NA,Bog,Europe,Bulgaria,Europe,23,-29,10912.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/6pe7-xh17
41497,OCFCB,23917,Old Crow Flats (Core CB),-140.96677,68.06781,NA,Bog,North America,Canada,North America,18,1600,13884.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/fw3s-ft98
41499,OCFKE,23918,Old Crow Flats (Core KE),-140.90574,67.90308,NA,Bog,North America,Canada,North America,26,298.5,14732,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/j6p7-zb53
41502,NABRAD,23919,Lough Nabraddan,-8.3499,55.0224,NA,Glacial Origin Lake,Europe,Ireland,Europe,93,0,13567,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/3fmj-ne26
4151,KIRKKOSA,3195,Kirkkosaari,24.48443,60.8562,NA,Bog,Europe,Finland,Europe,53,-19,4471,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/f903-f525
41514,EA200,23921,Waitetoke,175.78865,-36.61015,NA,Mire,Oceania,NA,Oceania,7,757.5,4597.5,5,Calibrated radiocarbon years BP,SHCal20,sh_zone_1_2,20000,Neotoma,open,10.21233/07ah-4r18
41527,AREO,23924,Monte Areo mire,-5.76889,43.52889,NA,Mire,Europe,Spain,Europe,54,120,11384,13,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/7ys6-6178
41532,TUKOU2,23925,Tukou marsh,-144.35198,-27.60401,NA,Mire,Oceania,NA,Oceania,18,279,4740.5,6,Calibrated radiocarbon years BP,SHCal20,sh_zone_1_2,20000,Neotoma,open,10.21233/w9z1-fn16
41537,LEDC10-1,23926,Lake Elsinore,-117.37505,33.64206,NA,Tectonic Origin Lake,North America,United States,North America,107,8254,19872,28,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/c46j-ka17
4154,KLUK74,3198,Kluki,17.28472,54.70694,NA,Mire,Europe,Poland,Europe,82,30,11330,21,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/rce2-en21
41543,GBASSO,23928,Gorgo Basso,12.65,37.6,NA,Natural Lake,Europe,Italy,Europe,62,531,9676,10,Calendar years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/h686-6m80
4156,KOLMILAT,3200,Lake Kolmilaträsk,20.14137,60.29171,NA,Glacial Origin Lake,Europe,Åland Islands,Europe,57,-20,2264,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/jnne-vy86
41585,LAKEBC2,23932,BC2,-124.60509,58.39351,NA,Glacial Origin Lake,North America,Canada,North America,48,-48,12778,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/0kpq-2t52
41587,BIVGELA,23933,Biviere di Gela,14.34455,37.01879,NA,Natural Lake,Europe,Italy,Europe,53,-32,7269,6,Calendar years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/wp2z-kt38
41589,IFFIGSEE,23934,Iffigsee,7.40589,46.38679,NA,Glacial Origin Lake,Europe,Switzerland,Europe,144,80,11251,21,Calendar years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/3hnm-z839
41600,MASSACIU,23938,Lago di Massaciuccoli,10.3308,43.83784,NA,Natural Lake,Europe,Italy,Europe,72,57.5,7034,6,Calendar years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/a5h4-xv92
41602,MASSACHR,23938,Lago di Massaciuccoli,10.3308,43.83784,NA,Natural Lake,Europe,Italy,Europe,50,5447,6064,7,Calendar years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/0ew2-sj35
41606,SUNSET,23940,Sunset Lake,-124.688,58.485,NA,Glacial Origin Lake,North America,Canada,North America,34,-48,8492,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/11ph-mc56
4163,KROGLO1,3205,Krugloye,37.58162,66.37107,NA,Lacustrine,Asia,Russia,Asia,17,3342.5,11691.5,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/4c5r-s872
41631,GREPPO,23952,Lago del Greppo,10.67378,44.1199,NA,Landslide Origin Lake,Europe,Italy,Europe,134,-57,13179.5,12,Calendar years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/dayz-mr34
41634,PAVULLO,23953,Pavullo nel Frignano,10.83865,44.32009,NA,Swamp,Europe,Italy,Europe,56,-38,15055.5,10,Calendar years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/m0yb-sp15
4164,KROKSJON,3206,Kroksjön,15.00843,56.27346,NA,Lacustrine,Europe,Sweden,Europe,16,11760,15797.5,5,Radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/7aj5-ec03
41646,MOLINAES,23958,La Molina mire,-6.32722,43.38111,NA,Mire,Europe,Spain,Europe,148,-5,3423,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/889v-rw31
41653,SONENBGM,23962,Sonnenberger Moor,10.50279,51.76023,NA,Bog,Europe,Germany,Europe,59,342,2268,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/e7j2-b618
41657,PATATERO,23964,Patateros bog,-4.67417,39.59722,NA,Bog,Europe,Spain,Europe,28,-60,2499,5,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/22yh-z232
41669,VALDEYER,23968,Valdeyernos bog,-4.09639,39.44111,NA,Bog,Europe,Spain,Europe,25,-60,3038,5,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/69nc-5r65
4169,KUNYOK,3211,Kunyok,33.66667,67.83333,NA,Bog,Europe,Russia,Europe,12,112,7908.5,12,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/nnyx-kj31
4170,KUPENA,3212,Kupena,24.33333,41.98333,NA,Swamp,Europe,Bulgaria,Europe,26,143,13480.5,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/65fw-bj58
4173,LACKAN1,3214,Lackan Bog,-6.10082,54.26583,NA,Raised Bog,Europe,United Kingdom,Europe,19,2065,3664,16,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/ndhk-ws14
41746,PENANEGR,24032,Peña Negra,-5.79222,40.33472,NA,Mire,Europe,Spain,Europe,63,45,3304,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/rd01-0v56
41748,GOUIRION,24033,Gouillé Rion,7.36285,46.15726,NA,Glacial Origin Lake,Europe,Switzerland,Europe,69,147,12175,14,Calendar years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/7s34-jr23
41753,SERRANIL,24036,Puerto de Serranillos,-4.93417,40.30722,NA,Mire,Europe,Spain,Europe,34,-33,2215,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/rarx-fe28
41756,UBERLING,3482,Grosses Überling Schattseit-Moor,13.9,47.17222,NA,Mire,Europe,Austria,Europe,63,-19,16419.5,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/0cwj-zt80
41760,CULAZON,24039,Culazón,-4.48917,43.23278,NA,Bog,Europe,Spain,Europe,69,-34,3630.5,11,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/eakm-1a87
41762,FOYMT,24040,Foy Lake,-114.37266,48.15888,NA,Glacial Origin Lake,North America,United States,North America,113,-24,12369.5,17,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/bdex-mm22
41764,SKAIDJVR,24041,Lake Skaidejavri,27.83997,70.0476,NA,Glacial Origin Lake,Europe,Finland,Europe,99,-38,10944,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/fka8-9069
41770,MUZZANO,24044,Lago di Muzzano,8.92794,45.99663,NA,Glacial Origin Lake,Europe,Switzerland,Europe,104,627.5,15250,12,Calendar years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/vsfm-xz32
41835,MUREZZAN,24047,Lej da San Murezzan (Lake Saint Moritz),9.84504,46.49394,NA,Glacial Origin Lake,Europe,Switzerland,Europe,180,29,13028,21,Calendar years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/g70v-x767
4184,LAROYA,3224,Laguna de la Roya,-6.79465,42.13448,NA,Glacial Scour Lake,Europe,Spain,Europe,65,110,15548,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/hbws-c483
41842,LENGEGGA,24050,Lengi Egga,7.97395,46.39429,NA,Mire,Europe,Switzerland,Europe,62,108.5,12080,12,Calendar years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/hcna-tv25
4186,LAUZE775,3226,Col des Lauzes,6.53694,44.76722,NA,Lacustrine,Europe,France,Europe,92,2666,16743,8,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/6144-2g26
41864,WA01,24070,Lake WA01,-136.93487,61.23867,NA,Glacial Origin Lake,North America,Canada,North America,126,-60,9702,38,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/ek47-9m35
4187,LAVAU,3227,Lavau,-1.93417,47.34194,NA,Marsh,Europe,France,Europe,106,785,7151,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/yj5d-ej18
4189,LBA,3229,Lade Bank,0.08387,53.06966,NA,Mire,Europe,United Kingdom,Europe,18,4551.5,5125.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/y7b7-5a72
41909,CANDIEIR,24111,Charco da Candieira,-7.57639,40.34167,NA,Glacial Origin Lake,Europe,Portugal,Europe,323,-71,14346.5,27,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/6tgg-3a45
41911,LAGOA_CO,24112,Lagoa Comprida 2,-7.63611,40.36278,NA,Open-water Transition Mire,Europe,Portugal,Europe,87,-29,11110,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/xfh1-6085
4192,LEDN86,3231,Lake Lednica,17.38084,52.54901,NA,Natural Lake,Europe,Poland,Europe,84,741,10638,10,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/8vjb-ww55
4197,LEMPS83,3233,Le Grand Lemps,5.41667,45.47333,NA,Marsh,Europe,France,Europe,137,70.5,10463,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/qq1x-zk02
